selection_type,selection_level,artifact_id,repo_id,name,normalized_description,artifact_group_size,repo_full_name,path,file_sha,first_commit_at,sibling_file_count,sibling_content_sha,notes
random,family,1887058,87698,vercel-react-best-practices,"react and next.js performance optimization guidelines from vercel engineering. this skill should be used when writing, reviewing, or refactoring react/next.js code to ensure optimal performance patterns. triggers on tasks involving react components, next.js pages, data fetching, bundle optimization, or performance improvements.",90,Hainrixz/claude-webkit,.claude/skills/vercel-react-best-practices/SKILL.md,4417c6aef5157469391f0ebaae4ceb25f57f613c,2026-03-19T05:13:49Z,65,6526a5e04e21b600e2d05498184f3eaae4c916ae6fae8ae96002eb5e47669b7e,Included as member of randomly selected family
random,family,1887353,4292,vercel-react-best-practices,"react and next.js performance optimization guidelines from vercel engineering. this skill should be used when writing, reviewing, or refactoring react/next.js code to ensure optimal performance patterns. triggers on tasks involving react components, next.js pages, data fetching, bundle optimization, or performance improvements.",90,whd4/expert-ai-skills,skills/react-best-practices/SKILL.md,c77ae56c5cc5ece09eabb391614a09936db70bfc,2026-01-15T06:49:19Z,50,ced411a45973a7219388c440e9aabfeb64a6b250da9aedd95647540223b323ee,Included as member of randomly selected family
random,family,1891381,56744,tdd,"test-driven development with red-green-refactor loop. use when user wants to build features or fix bugs using tdd, mentions ""red-green-refactor"", wants integration tests, or asks for test-first development.",54,chiruu12/claude-skills-template,.claude/skills/tdd/SKILL.md,d782735e4d7663d8b80d0abe3e856e28166a77f6,2026-05-17T14:38:28Z,5,938b6feda8d66ae1673b89b1e6f1cb9a1f911f0a4b6d617109c665eefe09cc73,Included as member of randomly selected family
random,family,1893178,167009,slos-and-triggers,"decision heuristics for interpreting honeycomb slo compliance, budget burn rates, and trigger status — what the numbers mean and what action to take, including detecting misconfigured slis, deciding when to freeze deploys vs page on-call, and designing burn alert thresholds. load this skill before calling get_slos or get_triggers. trigger phrases: ""check our slos"", ""are we meeting our slos"", ""which slos are healthy"", ""is the error budget ok"", ""are any alerts firing"", ""what's the burn rate"", ""set up an slo"", ""create a trigger"", ""configure alerts"", ""set up burn alerts"", ""check trigger status"", ""starting on-call"", ""reliability picture"", ""should we freeze deploys"", ""is this slo misconfigured"", ""are we within budget"", ""slo is broken"", ""budget is negative"", or any request about service level objectives, error budgets, burn rates, or alerting in honeycomb. ",2,honeycombio/agent-skill,honeycomb/skills/slos-and-triggers/SKILL.md,c31c93a0b8aa1dfef182ea0dcfb2099571aceca4,2026-02-26T14:09:08Z,3,9720e3c208d5de6f71b607812c53e98badfcc3eacd2a71824f5cf39f95473622,Included as member of randomly selected family
random,family,1896751,147934,stripe-projects,"use when the user wants to provision infrastructure or third-party services using stripe projects. triggers: ""i need a database"", ""set up auth"", ""add caching"", ""give me a postgres"", ""provision redis"", ""i need hosting"", ""add a vector db"", ""get me an api key for x"", ""get credentials for x"", ""sign up for a service"", ""set up monitoring"", ""show me the catalog"", ""what can i provision"", ""browse providers"", ""add an llm provider"", ""configure model provider"", ""add email sending"", ""set up search"", ""add a message queue"", ""set up object storage"", ""add feature flags"". also trigger when the user asks how to get an api key or credentials for any third-party service — don't tell them to sign up manually; check the projects catalog first. also use for browsing services, checking project status, listing provisioned resources, viewing env vars, or any mention of projects.dev or adding/provisioning/connecting a cloud service. ",5,EncompassMSP-LLC/verdin-credit-platform,.agents/skills/stripe-projects/SKILL.md,484a803537d4da340f17736ee117d53bccf9301f,2026-07-12T09:38:56Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,1897198,66615,agent-device,"automates interactions for apple-platform apps (ios, tvos, macos) and android devices. use when navigating apps, taking snapshots/screenshots, tapping, typing, scrolling, or extracting ui info across mobile, tv, and desktop targets.",2,royea-beep/caps-poker,.claude/skills/agent-device/SKILL.md,ad63629c6e5e5911b58d04c0fe4d2362cc3ec515,2026-04-12T16:05:14Z,7,1f22045da543a8eed479f930d4031795f9d73c8dba084cb2f3618a768e6be2ad,Included as member of randomly selected family
random,family,1899174,41322,vercel-react-best-practices,"react and next.js performance optimization guidelines from vercel engineering. this skill should be used when writing, reviewing, or refactoring react/next.js code to ensure optimal performance patterns. triggers on tasks involving react components, next.js pages, data fetching, bundle optimization, or performance improvements.",90,victorlovescoding/dive-into-run,.claude/skills/vercel-react-best-practices/SKILL.md,317b01e521701ae1451c3690df8710cac2285847,2026-03-21T09:13:56Z,58,1044fa9c3cb404beff85340436a18563ee8ba30cad2a4e7ccafb04650748e814,Included as member of randomly selected family
random,family,1901884,10714,ash-framework,"use this skill working with ash framework or any of its extensions. always consult this when making any domain changes, features or fixes.",20,sunprema/StudySync,.claude/skills/ash-framework/SKILL.md,343e451ee13344ca564daa4c31105e0ebb272b4c,2026-04-27T01:13:19Z,39,0c776cff25382ff73842d8996ff42f1ac47f785fdc9c8ea64b918fa17879a075,Included as member of randomly selected family
random,family,1907145,100984,tdd,"test-driven development with red-green-refactor loop. use when user wants to build features or fix bugs using tdd, mentions ""red-green-refactor"", wants integration tests, or asks for test-first development.",54,lonesloane/one-agent,.claude/skills/tdd/SKILL.md,f7292c18d9c81b092162839a62c693dfd0ebe3e1,2026-04-06T11:14:49Z,5,717d73373e129091981422a8f8ecfc465360fa175b2caccf4d986e35f004be0a,Included as member of randomly selected family
random,seed,1908917,192146,agent-device,"automates interactions for apple-platform apps (ios, tvos, macos) and android devices. use when navigating apps, taking snapshots/screenshots, tapping, typing, scrolling, or extracting ui info across mobile, tv, and desktop targets.",2,ZephyrCloudIO/zephyr-native-cache-test,.agents/skills/agent-device/SKILL.md,9e23c586b4078bdcf6a8624609465fdd42ef54a2,2026-04-14T17:44:12Z,7,b12af8bd47941878e731ede78f2b32a316ec562d2fa2fb6f563e42ec3e4588da,Randomly selected seed artifact
random,family,1916917,192687,building-emdash-site,"build and customize emdash cms sites on astro. use when creating pages, defining collections, writing seed files, querying content, rendering portable text, setting up menus/taxonomies/widgets, configuring deployment, or any task involving an emdash-powered astro site. assumes basic astro knowledge but provides all emdash-specific patterns.",4,Anibalfermandois/astro-wordpress,.agents/skills/building-emdash-site/SKILL.md,ad3facde73a2bd745126bc054cdcb7a543162ead,2026-06-09T16:37:46Z,4,e0f731a618b4549b5d4b9c1c6e91b6ac0173091135391c24189acb762cc70bcf,Included as member of randomly selected family
random,family,1921478,193018,building-emdash-site,"build and customize emdash cms sites on astro. use when creating pages, defining collections, writing seed files, querying content, rendering portable text, setting up menus/taxonomies/widgets, configuring deployment, or any task involving an emdash-powered astro site. assumes basic astro knowledge but provides all emdash-specific patterns.",4,miko-misa/anypages-test-site,.agents/skills/building-emdash-site/SKILL.md,2f5ebc40f78b73c457282294404cf2733c80a9da,2026-06-19T08:55:35Z,4,7976044f213741fa0656560c37d730bb4a3242ccf0c474fde6701717a65112d4,Included as member of randomly selected family
random,family,1924476,120,sardis-balance,read-only balance checking and spending analytics for sardis agent wallets,2,GeorgeDoors888/GB-Power-Market-JJ,openclaw-skills/skills/efedurmaz16/sardis-openclaw/skills/sardis-balance/SKILL.md,6d6ae70c7baa5dd4197bca046349626c65dba8c4,2026-04-16T00:11:55Z,,,Included as member of randomly selected family
random,family,1926344,142656,vercel-react-best-practices,"react and next.js performance optimization guidelines from vercel engineering. this skill should be used when writing, reviewing, or refactoring react/next.js code to ensure optimal performance patterns. triggers on tasks involving react components, next.js pages, data fetching, bundle optimization, or performance improvements.",90,Varelser/jp,thought-workbench/.claude/skills/vercel-react-best-practices/SKILL.md,4bdde580fe01ef0e10fdf89c255528ca7069cda1,2026-03-24T09:51:18Z,68,415c555b616b4164248635e4aa4b0a927a09e9a02fbda6ca13d5c6fed943463f,Included as member of randomly selected family
random,family,1931215,73723,vercel-react-best-practices,"react and next.js performance optimization guidelines from vercel engineering. this skill should be used when writing, reviewing, or refactoring react/next.js code to ensure optimal performance patterns. triggers on tasks involving react components, next.js pages, data fetching, bundle optimization, or performance improvements.",90,sanjeev23oct/ai-skills,.agents/skills/react-best-practices/SKILL.md,04ea2fca1a7681c32f078c9e8844f6bee928c749,2026-04-01T03:50:50Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,1933507,58392,vercel-react-best-practices,"react and next.js performance optimization guidelines from vercel engineering. this skill should be used when writing, reviewing, or refactoring react/next.js code to ensure optimal performance patterns. triggers on tasks involving react components, next.js pages, data fetching, bundle optimization, or performance improvements.",90,charlesliu66/gobs,.claude/skills/vercel-react-best-practices/SKILL.md,b106a647b02fce22aca0ed86bc68c12d90ad4df9,2026-03-27T11:36:21Z,68,415c555b616b4164248635e4aa4b0a927a09e9a02fbda6ca13d5c6fed943463f,Included as member of randomly selected family
random,family,1938014,190972,gsd-ui-review,retroactive 6-pillar visual audit of implemented frontend code,25,axisrow/zai-codex-helper,.codex/skills/gsd-ui-review/SKILL.md,bb14106fd5a1143ce681265c9fdefd0ae23dbc0b,2026-06-30T09:06:55Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,1938444,76566,building-emdash-site,"build and customize emdash cms sites on astro. use when creating pages, defining collections, writing seed files, querying content, rendering portable text, setting up menus/taxonomies/widgets, configuring deployment, or any task involving an emdash-powered astro site. assumes basic astro knowledge but provides all emdash-specific patterns.",4,taiki-kuraishi/roppoh,.claude/skills/building-emdash-site/SKILL.md,0a95619bd5a0ea640990d1c20199414086e16cd5,2026-05-09T10:36:25Z,4,d82d95820ee1d114c7b2b9c770378ba5e9a357dc2ebd4d821bbfd5f209515700,Included as member of randomly selected family
random,seed,1944196,194384,building-emdash-site,"build and customize emdash cms sites on astro. use when creating pages, defining collections, writing seed files, querying content, rendering portable text, setting up menus/taxonomies/widgets, configuring deployment, or any task involving an emdash-powered astro site. assumes basic astro knowledge but provides all emdash-specific patterns.",4,dashido-app/portfolio-cloudflare,.claude/skills/building-emdash-site/SKILL.md,d4852dae227f5ea6571cbfc145dfe32a971428f5,2026-04-10T16:28:45Z,4,5d78790bad10cf5f29e9c39d511d6fd7f2c6dd3d07d5e439abba709db7b438c6,Randomly selected seed artifact
random,family,1951460,193419,gsd-ui-review,retroactive 6-pillar visual audit of implemented frontend code,25,existall/SimpleSettings,.codex/skills/gsd-ui-review/SKILL.md,cd0b53888b6e56fa71f9c3c93d3698b9b8922d49,2026-07-14T10:36:37Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,1954065,68572,copywriting,"when the user wants to write, rewrite, or improve marketing copy for any page — including homepage, landing pages, pricing pages, feature pages, about pages, or product pages. also use when the user says ""write copy for,"" ""improve this copy,"" ""rewrite this page,"" ""marketing copy,"" ""headline help,"" or ""cta copy."" for email copy, see email-sequence. for popup copy, see popup-cro.",25,FlorinSenoner/the-dahan-codex,.claude/skills/copywriting/SKILL.md,347ca0e3df6e6f206319c4cc99724c1866aa5404,2026-02-22T14:57:26Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,1963280,43004,tdd,"test-driven development with red-green-refactor loop. use when user wants to build features or fix bugs using tdd, mentions ""red-green-refactor"", wants integration tests, or asks for test-first development.",54,rokrdev/dotfiles,claude/.claude/skills/tdd/SKILL.md,dbdc150621fa4d6902ab5eb7796a1f1bfe12b08b,2026-05-04T13:40:47Z,5,e1a09a60daf8ded352e110c5755dc29278b0f0f352ffa23ac4057fa878bdcf1c,Included as member of randomly selected family
random,family,1964236,100494,ash-framework,"use this skill working with ash framework or any of its extensions. always consult this when making any domain changes, features or fixes.",20,Qdust41/Mixer,.claude/skills/ash-framework/SKILL.md,d8d22eed770eef7d48f60fb7c1807b09ce37ecd7,2026-03-30T05:07:49Z,22,edc360a5819db767eeb3fd3f6cf684e1040c72662b58bda7a89cab88dee8044a,Included as member of randomly selected family
random,family,2826680,196045,speckit-tasks,"generate an actionable, dependency-ordered tasks.md for the feature based on available design artifacts.",76,azeemigi/todo-app,.claude/skills/speckit-tasks/SKILL.md,a0538af64f2f8b3d3830bd6a27d7e8713e1b16ff,2026-06-07T09:52:05Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,2836109,209185,speckit-tasks,"generate an actionable, dependency-ordered tasks.md for the feature based on available design artifacts.",76,cleder/bsbingo,.claude/skills/speckit-tasks/SKILL.md,d012a2f84579f5d4da06b5c93fa9fc8c069aa762,2026-07-11T20:04:07Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,seed,2879625,144060,browse,"fast web browsing for claude code via persistent headless chromium daemon. navigate to any url, read page content, click elements, fill forms, run javascript, take screenshots, inspect css/dom, capture console/network logs, and more. ~100ms per command after first call. use when you need to check a website, verify a deployment, read docs, or interact with any web page. no mcp, no chrome extension — just fast cli. ",2,namanchopra/branchwater,.claude/skills/browse/SKILL.md,2bb202e789d09936139c80037e4ac02a67dabf70,2026-06-22T12:05:57Z,1,a46be7ecf6446b9df0886d812fe8061105cc43675b096407f4d78d2d449a89db,Randomly selected seed artifact
random,seed,2891622,55590,process-meetings,"process synced granola meetings to update person pages, extract tasks, and organize meeting notes",2,davekilleen/Dex,.claude/skills/process-meetings/SKILL.md,ff79870a3efede02c02428ae227565f2cfdd2c80,2026-01-30T11:14:19Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Randomly selected seed artifact
random,family,2895350,3138,supabase,"use when doing any task involving supabase. triggers: supabase products (database, auth, edge functions, realtime, storage, vectors, cron, queues); client libraries and ssr integrations (supabase-js, @supabase/ssr) in next.js, react, sveltekit, astro, remix; auth issues (login, logout, sessions, jwt, cookies, getsession, getuser, getclaims, rls); supabase cli or mcp server; schema changes, migrations, security audits, postgres extensions (pg_graphql, pg_cron, pg_vector).",19,AlexMobiCraft/PROCONTENT,.claude/skills/supabase/SKILL.md,4044291436e24f96a33ebe3bacbc5cb2def5e298,2026-06-07T09:31:25Z,3,b470995c32109cb5a5766c923ddd9847be6ea0905826655f358b519c4d1adfa6,Included as member of randomly selected family
random,family,861567,59357,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,valtterimelkko/buildersuite,buildersuite-claude/.claude/skills/requesting-code-review/SKILL.md,79f4fd4d64c2f68bd547efbb5cd0393902efbf6b,2026-02-28T19:06:50Z,1,546c05cef82b9ee7583f8b837b94c843abec5ff170b1cd95a129fac6299b4be8,Included as member of randomly selected family
random,family,863310,2189,rollback-automation-skill,"automate rollback procedures with state snapshots, rollback scripts, and verification automation",2,a5c-ai/babysitter,library/specializations/code-migration-modernization/skills/rollback-automation-skill/SKILL.md,25a8eb1eda94b3fb70c8c1afc26d159347d7e2b9,2026-03-25T15:50:57Z,1,086fdd2be693114bef343c169bb5aba555d8f73a2bf022d5b535979279064efc,Included as member of randomly selected family
random,family,865751,76912,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,ivfarias/ceo,.claude/skills/requesting-code-review/SKILL.md,516dea0a4d76196490c82221ef3857f071da69cd,2026-03-09T17:54:03Z,1,546c05cef82b9ee7583f8b837b94c843abec5ff170b1cd95a129fac6299b4be8,Included as member of randomly selected family
random,family,869338,110479,planning,"use when you need to plan technical solutions that are scalable, secure, and maintainable.",6,Khang61/data-crawler-bot,.claude/skills/planning/SKILL.md,ef9f41bce678930dc7b2e1ffff26ab456ed71375,2026-01-21T08:25:26Z,5,05720940a396e566ca1c49920c193a3578ca5ffe362f40df6a4c2696efca9438,Included as member of randomly selected family
random,family,874747,104262,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,Berkay2002/fractured-crown,.claude/skills/requesting-code-review/SKILL.md,f0e33952c8d614b8d0d3fd3f037b81c91b148f39,2026-03-08T19:01:17Z,1,546c05cef82b9ee7583f8b837b94c843abec5ff170b1cd95a129fac6299b4be8,Included as member of randomly selected family
random,family,875593,111160,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,hassan-mohiddin/spendsmart-dashboard,.agents/skills/request-code-review/SKILL.md,23c5584225df0818c7cd98ece53b455b09a0912a,2026-02-28T14:48:48Z,1,546c05cef82b9ee7583f8b837b94c843abec5ff170b1cd95a129fac6299b4be8,Included as member of randomly selected family
random,family,878404,59821,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,Ande-Labs/KhipuVault,.agents/skills/requesting-code-review/SKILL.md,44568baa47ec7725b8e8bfef577a873ec74714f5,2026-02-13T20:31:28Z,1,6650b09a0be629a7e70c62945b8c298e439646cb1ede905c9a8fc2ff232c4ae2,Included as member of randomly selected family
random,family,878411,108773,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,AetherCore-Dev/ag402,.claude/skills/requesting-code-review/skill.md,6fc410b0e5a1519d0ecbdb0d9e01f7254d5ea00a,2026-03-12T08:13:11Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,878499,52942,gsd-manager,interactive command center for managing multiple phases from one terminal,22,juaniitos/AnyoneAIInterviewerBackend,.cursor/skills/gsd-manager/SKILL.md,f6741e590d0535ce9999c9e6ff7b2e6a4a7e6eb2,2026-03-27T03:01:17Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,881235,100169,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,suhendararyadi/app-satu-laravel,docs/superpowers/skills/requesting-code-review/SKILL.md,b217a517c5279edb4fc89cc25c4d061e52ae5291,2026-04-23T00:32:23Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,883482,4217,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,Dokhacgiakhoa/Agent-skills-setup-for-AntiGravity,tests/manual-repair-test/.agent/skills/requesting-code-review/SKILL.md,f160b5d99d7df614d78012ad49b8769e0d3111f6,2026-02-13T10:02:41Z,1,546c05cef82b9ee7583f8b837b94c843abec5ff170b1cd95a129fac6299b4be8,Included as member of randomly selected family
random,family,883832,103946,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,hydrosolutions/SAPPHIRE_Forecast_Tools,.claude/skills/requesting-code-review/SKILL.md,b5b16ba847066158beb7e5130524b0691b25bc8d,2026-01-08T08:03:45Z,1,50d9f1093484d5c36d59e4b9fc48481341d68248cf9f0a6ece824588cac5fb3f,Included as member of randomly selected family
random,family,884579,52942,gsd-manager,interactive command center for managing multiple phases from one terminal,22,juaniitos/AnyoneAIInterviewerBackend,.windsurf/skills/gsd-manager/SKILL.md,5c38fc22f01b43e225f404e93c86c5556dc26c6d,2026-03-27T03:01:17Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,seed,897520,14749,feature-issues,"create github issues from a completed workplan: parent feature issue, implementation issues, then update workplan with links.",3,audiocontrol-org/audiocontrol,.claude/skills/feature-issues/SKILL.md,e098cf5104668f0d934225a9c929224d6e44febc,2026-04-11T22:51:49Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Randomly selected seed artifact
random,family,899395,11947,gsd-manager,interactive command center for managing multiple phases from one terminal,22,dominicusin/Surypus,.augment/skills/gsd-manager/SKILL.md,fed9293aca5d5fa5ee7f3173499ba4ecb77be478,2026-05-14T03:33:06Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,899786,12957,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,Fortuna90s/TempGit,.claude/skills/requesting-code-review/SKILL.md,904e14c01b9098447edba86273018af3c7381915,2026-06-24T07:00:09Z,1,546c05cef82b9ee7583f8b837b94c843abec5ff170b1cd95a129fac6299b4be8,Included as member of randomly selected family
random,family,911651,84559,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,YZTangent/nixos-configs,dotfiles/skills/requesting-code-review/SKILL.md,f09d396b7d0b970b7a10e746ad3f218421374ee0,2026-05-31T18:10:05Z,1,d76173c0adaf915b92b03ff609753b455490b80b817438988ff1e930a01bcf3f,Included as member of randomly selected family
random,family,911681,95942,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,dxc-danny/superpowers-cn,skills/requesting-code-review/SKILL.md,474effc1140d8f34ab04c9e4054cbde76f5b1126,2026-03-29T02:12:40Z,1,bc9f5de3c5b2dd868fa7125d94a00718614c9bed2bf12a85dcc355395d039f62,Included as member of randomly selected family
random,family,914155,614,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,modbender/skill-library-mcp,data/clawgator-superpowers/skills/requesting-code-review/SKILL.md,7aa73ac9099e7bfde92b076f2c9180564021afbb,2026-03-06T18:33:57Z,,,Included as member of randomly selected family
random,family,914579,115007,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,JohnnyVicious/copilot-cli-examples,.claude/skills/requesting-code-review/SKILL.md,3ed9448cfaca55129e7f40912b5e22dfc6f7220b,2026-01-02T20:12:17Z,1,b8db82773f7c7aada3e02d3a3320a117fc1466af3b2cb9d02d162e9189b67bcc,Included as member of randomly selected family
random,family,914934,48320,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,wiktorskrabel89-byte/Assistantx,.claude/skills/requesting-code-review/SKILL.md,f99314ff4830a5b9791259a118a98e4567132527,2026-06-01T18:41:14Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,915660,68581,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,ClayMore2007/WIKI,ClayMore/.claude/skills/requesting-code-review/SKILL.md,34b8340486d06fcfd5d25a08fa1435b15b234eea,2026-06-03T03:08:17Z,1,d76173c0adaf915b92b03ff609753b455490b80b817438988ff1e930a01bcf3f,Included as member of randomly selected family
random,family,919904,21280,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,darkquasar/patronus,artifacts/skills/requesting-code-review/SKILL.md,d36ad6d88681a253bd28182d8fa69cd79970145f,2026-06-21T03:46:58Z,3,f2c664a0769a3e3b5eaade98e81aa224fbd11db9dc503c08be1f138af717fa65,Included as member of randomly selected family
random,family,920169,5363,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,WeAreHausTech/haus-workflow,.claude/skills/requesting-code-review/SKILL.md,e1da166feb3a4f9ecc8c25ae0288d45c66f6d390,2026-07-03T13:12:03Z,1,3eba324323e422329ad7e01aa289e07683655079a4941b92410222ab634a62da,Included as member of randomly selected family
random,family,922144,94956,react-19,react 19 patterns with react compiler. trigger: when writing react components - no usememo/usecallback needed. ,3,JoseCortezz25/design2agent,.claude/skills/react-19/SKILL.md,d1a08d9f456b2fbe9c34cd41fc9904d7f2b85d2b,2026-05-02T02:16:13Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,922774,52082,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,Alexis-Reillo-Segarra/GitHelper,.claude/skills/requesting-code-review/SKILL.md,4b8aa605fc2ddf12e90840d2e06015d386c0d68d,2026-06-27T21:33:29Z,1,fd0cc3fadbb12ccc1a175b0dfd288891a710ca4786a99616882f3262f2d4c75e,Included as member of randomly selected family
random,seed,923460,63499,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,lineo7387/super-admin,.agents/skills/requesting-code-review/SKILL.md,ca9a33c24a15a83809df00858e827b2ba0bb688c,2026-05-30T05:01:00Z,1,d76173c0adaf915b92b03ff609753b455490b80b817438988ff1e930a01bcf3f,Randomly selected seed artifact
random,family,926148,8043,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,Adam077K/Beamix,.claude/skills/requesting-code-review/SKILL.md,959006e872ebfb4564d91fbb2ee4273331b33061,2026-03-10T11:06:38Z,1,546c05cef82b9ee7583f8b837b94c843abec5ff170b1cd95a129fac6299b4be8,Included as member of randomly selected family
random,family,926167,106689,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,bitovi/jira-timeline-report,.claude/skills/requesting-code-review/SKILL.md,671bba30eefa9344ee74cb38302e3a0c375a2f97,2026-07-10T18:42:20Z,1,47f3b3f979a9fc17126b4e742bf2d1f138a1b696eb14af39f828494d071497b8,Included as member of randomly selected family
random,family,927421,5888,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,aetherrigstudio-art/Primordial-viz,.claude/skills/requesting-code-review/SKILL.md,068c2b3fa726526e4e179cab43a10dcad61b2154,2026-06-19T18:29:28Z,1,fd0cc3fadbb12ccc1a175b0dfd288891a710ca4786a99616882f3262f2d4c75e,Included as member of randomly selected family
random,family,928961,116465,planning,"use when you need to plan technical solutions that are scalable, secure, and maintainable.",6,untangledfinance/untangled-web,.claude/skills/planning/SKILL.md,df2cebbf59869ac51bfbab0ca95eb4be84117e22,2025-12-08T06:45:24Z,5,9fc592e382ae1f67e57af3b113ce447354e4515358eb0a56d8d7b16bbcbbe5c5,Included as member of randomly selected family
random,family,930958,15803,react-19,react 19 patterns with react compiler. trigger: when writing react components - no usememo/usecallback needed. ,3,KilloconQ/dotfiles,claude/.claude/skills/react-19/SKILL.md,24c9aa42b08d1349fefb1028deb89ec7692898cb,2026-04-01T23:20:52Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,931049,85357,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,sodiumjoe/dotfiles,skills/requesting-code-review/SKILL.md,971a948e203d5dac2b33bc5fe5488176a66d53a9,2026-04-01T23:00:10Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Included as member of randomly selected family
random,family,931755,44252,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,transparent-pegasus/superpowers-extended,template/.claude/skills/requesting-code-review/SKILL.md,6fb59ae865e90e15a124590fc01df77961d8515d,2026-06-14T12:04:49Z,1,defbf8982a329a9d4d33890b3cf558997a9a3e0ee18530407bb876e3d320858c,Included as member of randomly selected family
random,seed,933035,100106,react-19,react 19 patterns with react compiler. trigger: when writing react components - no usememo/usecallback needed. ,3,AiranSchez/Blog-2.0,.claude/skills/react-19/SKILL.md,57d6683ec8d3bde1e531be330ca21743eaf3f833,2026-02-26T08:03:42Z,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Randomly selected seed artifact
random,family,936126,7593,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,Jeeva0104/connector-service-mini,.claude/skills/requesting-code-review/SKILL.md,be9ea451c8bd595993459331943ba10706392109,2026-04-28T05:33:50Z,1,546c05cef82b9ee7583f8b837b94c843abec5ff170b1cd95a129fac6299b4be8,Included as member of randomly selected family
random,family,937188,117258,requesting-code-review,"use when completing tasks, implementing major features, or before merging to verify work meets requirements",66,apgruzdev/ai_aug_coding,.claude/skills/requesting-code-review/SKILL.md,62cb72d2140a57117e546f6d5a6b8f275e2b20f3,2026-05-15T13:03:28Z,1,d76173c0adaf915b92b03ff609753b455490b80b817438988ff1e930a01bcf3f,Included as member of randomly selected family
